UPOS	POS	LEMMA
@Метрика	%	 метрыка
@Метрополий	%	 митрополий
@Метрополита	%	 митрополита
@Метрополитанский	%	 митрополитанский
@Метрополитинъ	%	 митрополитинъ
@Метрополитский	%	 митрополитский
@Метрополитъ	%	 митрополитъ
@Метрополичий	%	 митрополичий
@Метрополия	%	 митрополия
@Меть	%	 мети
@Метьсе	%	 метися
@Мехирь	%	 михирь
@Мехометанинъ	%	 махометанинъ
@Мехометанский	%	 махометанский
@Мечевый	%	 мечовый
@Мечеть	%	 мечетъ I
@Мечыкъ	%	 мечикъ
@Мечь	%	 мечъ
@Мешечокъ	%	 мешочокъ
@Мешкане	%	 мешканье
@Мешканечко	%	 мешканьечко
@Мешкание	%	 мешканье
@Мешкать	%	 мешкати
@Мешчанинъ	%	 мещанинъ
@Мешчаньский	%	 мещанский
@Мещенинъ	%	 мещанинъ
@Ми	%	 я
@Мигдаловый	%	 микгдаловый
@Мигдалъ	%	 микгдалъ
@Мидеянинъ	%	 мидянинъ
@Мидыйский	%	 мидийский
@Мижь	%	 межъ
@Мийстръ	%	 мистръ
@Микдаловый	%	 микгдаловый
@Миле	%	 мило
@Милля	%	 миля
@Миловане	%	 милованье
@Милование	%	 милованье
@Миловать	%	 миловати
@Миловаться	%	 миловатися
@Милосерде	%	 милосердье
@Милосердзе	%	 милосердье
@Милосердие	%	 милосердье
@Милосердъе	%	 милосердье
@Милосердый	%	 милосердный
@Милосерный	%	 милосердный
@Милосникъ	%	 милостникъ
@Милосница	%	 милостница
@Милосный	%	 милостный
@Милостиво	%	 милостиве
@Милостина	%	 милостыня
@Милостиня	%	 милостыня
@Милший	%	 мильший
@Мильшее	%	 мильшое
@Минечный	%	 мыничный
@Миния	%	 минея II
@Минутта	%	 минута I
@Минца	%	 мынца
@Минцаръ	%	 мынцаръ
@Минцеръ	%	 мынцаръ
@Минятися	%	 минатися
@Миодъ	%	 медъ
@Мира	%	 мирра
@Мисерне	%	 мизерне
@Мисерный	%	 мизерный
@Мисливецъ	%	 мысливецъ
@Мисливство	%	 мысливство
@Мислити	%	 мыслити
@Мисль	%	 мысль
@Мистэрне	%	 мистерне
@Митарство	%	 мытарство
@Митися	%	 мытися
@Митниковъ	%	 мытниковъ
@Митропалитъ	%	 митрополитъ
@Митропилатъ	%	 митрополитъ
@Митрополый	%	 митрополий
@Митрополья	%	 митрополия
@Мишинский	%	 мушинский
@Мишъ	%	 мышъ
@Миючийся	%	 мыючийся
@Млинарский	%	 млынарский
@Млинаръ	%	 млынаръ
@Млиникъ	%	 млыникъ
@Млинище	%	 млынищо
@Млинищо	%	 млынищо
@Млиновый	%	 млыновый
@Млинъ I	%	 млынъ
@Млодь	%	 млодзь
@Млодянъ	%	 млодзянъ
@Млыво	%	 мливо
@Мнейшый	%	 мнейший
@Мнети	%	 мнити
@Мнетися	%	 мнитися
@Мнимане	%	 мнеманье
@Мниманый	%	 мнеманый
@Мниманье	%	 мнеманье
@Мнимати	%	 мнемати
@Мниский	%	 мнишский
@Мнисский	%	 мнишский
@Многожды	%	 многажды.
@Множство	%	 множество
@Множыти	%	 множити
@Множытися	%	 множитися
@Мнозство	%	 множество
@Мнозтво	%	 множество
@Мноство	%	 множество
@Моавицкий	%	 моавитский
@Мовение	%	 мовенье
@Мовечий	%	 мовячий
@Мовченье	%	 мовчанье
@Могаричникъ	%	 могоричникъ
@Могилецы	%	 могилицы
@Могорычникъ	%	 могоричникъ
@Могорычъ	%	 могоричъ
@Могти	%	 мочи
@Могчи	%	 мочи
@Модчалина	%	 мождчалина
@Модъ	%	 медъ
@Мождалина	%	 мождчалина
@Мождерикъ	%	 можджерикъ
@Мождеръ	%	 мождчеръ
@Можджеръ	%	 мождчеръ
@Можено	%	 можно
@Можна	%	 можно
@Можобойство	%	 мужебойство
@Можоно	%	 можно
@Можчаръ	%	 мождчеръ
@Можчеръ	%	 мождчеръ
@Мозджиръ	%	 мождчеръ
@Моздзелина	%	 мождчалина
@Моздзерикъ	%	 можджерикъ
@Мозекъ	%	 мозгъ
@Мозкгъ	%	 мозгъ
@Мозкъ	%	 мозгъ
@Мозокъ	%	 мозгъ
@Мойстатъ	%	 маестатъ
@Мокрий	%	 мокрый
@Моланья	%	 молонья
@Молба	%	 мольба
@Молвение	%	 молвенье
@Молеваный	%	 малеваный
@Молеръ	%	 маляръ
@Молжонокъ	%	 малжонокъ
@Молити II	%	 малити
@Молнья	%	 молния
@Молодесенький	%	 молодюсенький
@Молония	%	 молонья
@Молостъ	%	 молотъ I
@Молотие	%	 молотье
@Молочене	%	 молоченье
@Молоченый	%	 молочоный
@Молочный II	%	 молочоный
@Молчане	%	 молчанье
@Молчание	%	 молчанье
@Молчаньливый	%	 молчанливый
@Молченье	%	 молчанье
@Молъ	%	 мулъ I
@Мольбенъ	%	 молебенъ
@Молярский	%	 малярский
@Молящый	%	 молящий
@Монастарь	%	 монастыръ
@Монастеръ	%	 монастыръ
@Монастирский	%	 монастырский
@Монастиръ	%	 монастыръ
@Мондатъ	%	 мандатъ
@Мониментъ	%	 муниментъ
@Монита	%	 монета
@Моноталита	%	 монотелита
@Моноталицкий	%	 монотолицкий
@Монотолита	%	 монотелита
@Монштукъ	%	 мунштукъ
@Монэта	%	 монета
@Монястиръ	%	 монастыръ
@Морговщина	%	 моркговщина
@Моргъ	%	 моркгъ
@Мордаръ	%	 мордеръ
@Мордоване	%	 мордованье
@Мордырца	%	 мордерца
@Мордыръ	%	 мордеръ
@Морене	%	 моренье
@Моркъ	%	 моркгъ
@Моровецъ	%	 моравецъ
@Моршалокъ	%	 маршалокъ
@Моршальство	%	 маршалство
@Морыти	%	 морити
@Морьский	%	 морский
@Мосенцовый	%	 мосендзовый
@Мосенцъ	%	 мосендзъ
@Мосиондзъ	%	 мосендзъ
@Мосионзъ	%	 мосендзъ
@Московитинъ	%	 москвитинъ
@Москъ	%	 мозгъ
@Мостовничый	%	 мостовничий
@Мость	%	 мосць
@Мостьница	%	 мостница
@Мосчывати	%	 мощивати
@Мосюндзъ	%	 мосендзъ
@Мосядзовый	%	 мосендзовый
@Мосядовый	%	 мосендзовый
@Мосяжникъ	%	 мосенжникъ
@Мосяжовый	%	 мосендзовый
@Мосяжъ	%	 мосендзъ
@Мосязовый	%	 мосендзовый
@Мосязъ	%	 мосендзъ
@Мосяндзовый	%	 мосендзовый
@Мотацтво	%	 матацтво
@Мотачъ	%	 матачъ
@Мотика	%	 мотыка
@Мохояровый	%	 мухояровый
@Моцне	%	 моцно
@Моцяръ	%	 моцаръ
@Моченый	%	 мочоный
@Мочукга	%	 мачуга
@Мочы	%	 мочи
@Мочь I	%	 мочъ I
@Мочь II	%	 мочъ II
@Мошенка	%	 мошонка
@Мошня	%	 мошна
@Мощы	%	 мощи I
@Мощывати	%	 мощивати
@Мощь	%	 мощъ
@Мрамуровый	%	 мраморовый
@Мудрий	%	 мудрый
@Мудро	%	 мудре
@Мудроствовати	%	 мудрствовати
@Мужно	%	 мужне
@Мужобийца	%	 мужебийца
@Мужобойство	%	 мужебойство
@Мужобойца	%	 мужебойца
@Мужовъ	%	 мужевъ
@Мужоложникъ	%	 мужеложникъ
@Мужоложство	%	 мужеложство
@Мужчызна	%	 мужчизна
@Мужыкъ	%	 мужикъ
@Мужыцкий	%	 мужицкий
@Мужюлюбица	%	 мужелюбица
@Музика I	%	 музыка I
@Музика II	%	 музыка II
@Музицкий	%	 музыцкий
@Музкий	%	 мужский
@Музский	%	 мужский
@Музство	%	 мужство
@Музчизна	%	 мужчизна
@Музчизный	%	 мужчизный
@Музчызна	%	 мужчизна
@Музький	%	 мужский
@Мулатъ	%	 мурлатъ
@Мултянский	%	 мултанский
@Мултянъ	%	 мултанъ
@Мультанский	%	 мултанский
@Мультанъ	%	 мултанъ
@Мундштукъ	%	 мунштукъ
@Муравецъ	%	 моравецъ
@Мураль	%	 муляръ
@Муральский	%	 мулярский
@Мураръ	%	 муляръ
@Муроване	%	 мурованье
@Муровать	%	 муровати
@Муровецъ	%	 моравецъ
@Мурса	%	 мурза
@Мусети	%	 мусити
@Мусея	%	 мусия
@Мускатовый	%	 мушкатовый
@Муский	%	 мужский
@Мусский	%	 мужский
@Мусядзованый	%	 мосендзованый
@Мусяти	%	 мусити
@Мухаеровый	%	 мухояровый
@Мухаеръ	%	 мухояръ
@Мухаяръ	%	 мухояръ
@Мучение	%	 мученье
@Мучениство	%	 мучеництво
@Мучоный	%	 мученый
@Мучыти	%	 мучити
@Мучытися	%	 мучитися
@Мушастый	%	 мышастый
@Мушкатэла	%	 мушкатела
@Мушкетовый II	%	 мушкатовый
@Мушынский	%	 мушинский
@Мушэнье	%	 мушенье
@Мущизна	%	 мужчизна
@Мущизный	%	 мужчизный
@Мущызна	%	 мужчизна
@Мущына	%	 мужчина
@Мшарына	%	 мшарина
@Мщене	%	 мщенье
@Мылникъ	%	 мыльникъ
@Мылятися	%	 мылитися
@Мырза	%	 мурза
@Мысление	%	 мысленье
@Мыслный	%	 мысленый
@Мысльный	%	 мысленый
@Мысца	%	 мышца
@Мыте	%	 мытье.
@Мытие	%	 мытье
@Мышинский	%	 мушинский
@Мышление	%	 мышленье
@Мышынский	%	 мушынский
@Мядовый	%	 медовый
@Мядяный	%	 медяный
@Мяккий	%	 мягкий
@Мяккосердие	%	 мягкосердие
@Мяккосердый	%	 мягкосердый
@Мякчити	%	 мягчити
@Мякчыти	%	 мягчити
@Мяненый	%	 мененый
@Мянити	%	 менити
@Мянитися	%	 менитися I
@Мястный	%	 мясный
@Мяхкий	%	 мягкий
@Мяшкание	%	 мешканье
@Мяшкати	%	 мешкати
@Набедрыки	%	 набедрики
@Наближший	%	 наблизший
@Наближшый	%	 наблизший
@Наболшей	%	 набольшей
@Наболши	%	 наболше
@Наболший	%	 набольший
@Наболшъ	%	 набольшъ
@Наболшый	%	 набольший
@Набольше	%	 наболше
@Набольшый	%	 набольший
@Набордзей	%	 наборздей
@Наборзе	%	 наборзде
@Наборзей	%	 наборздей
@Набывать	%	 набывати
@Набыте	%	 набытье
@Набытие	%	 набытье
@Набыть	%	 набыти
@Навальность	%	 навалность
@Навальный	%	 навалный
@Навбожшый	%	 наубожший
@Навежане	%	 навежанье
@Навежание	%	 навеженье
@Навежене	%	 навеженье
@Навежение	%	 навеженье
@Навеженый	%	 навежоный
@Навезати	%	 навязати
@Навезка	%	 навязка
@Навезска	%	 навязка
@Навекы	%	 навеки
@Навернене	%	 наверненье
@Наверненеся	%	 наверненьеся
@Навернение	%	 наверненье
@Навеска	%	 навязка
@Навести II	%	 навезти
@Навина	%	 новина
@Навлочаный	%	 навлачаный
@Наворотить	%	 наворотити
@Наворочать	%	 наворочати
@Навпоменути	%	 наупоменути
@Навпоминанье	%	 наупоминанье
@Навпоминати	%	 наупоминати
@Навпомянути	%	 наупоменути
@Навспоминати	%	 наупоминати
@Навука	%	 наука
@Навчание	%	 научание
@Навчати	%	 научати
@Навчатися	%	 научатися
@Навчение	%	 наученье
@Навченый	%	 наученый
@Навченье	%	 наученье
@Навчивый	%	 научтивый
@Навчинье	%	 наученье
@Навчитель	%	 научитель
@Навчити	%	 научити
@Навчитися	%	 научитися
@Навчоный	%	 научоный
@Навчыти	%	 научити
@Навчытися	%	 научытися
@Навышший	%	 навысший
@Навышшый	%	 навысший
@Навязовати	%	 навязывати
@Нагабане	%	 нагабанье
@Нагабание	%	 нагабанье
@Наганенъе	%	 наганенье
@Наганяти	%	 нагоняти
@Нагло	%	 нагле
@Наглыбей	%	 наглубей
@Наглыбший	%	 наглубший
@Наглядати	%	 нагледати
@Наглянути	%	 нагленути
@Нагородить	%	 нагородити
@Нагороженый	%	 нагорожоный
@Нагорожэнье	%	 нагороженье
@Наготовать	%	 наготовати
@Надание	%	 наданье
@Наддаръ	%	 надеръ
@Наддеръ	%	 надеръ
@Наддерь	%	 надеръ
@Наде	%	 надо
@Надеатися	%	 надеятися
@Надзакъ	%	 наджакгъ
@Надкгнити	%	 надгнити
@Надмение	%	 надменье
@Надоби	%	 надобе
@Надобие	%	 надобье
@Надобно	%	 надобне
@Надойти	%	 надыйти
@Надолший	%	 надолжший
@Надутие	%	 надутье
@Надхнене	%	 надхненье
@Надхнение	%	 надхненье
@Надщадокъ	%	 нащадокъ
@Надщо	%	 натщо
@Наежджанье	%	 наеждчанье
@Наежджати	%	 наеждчати
@Наеждзати	%	 наеждчати
@Наеждка	%	 наездка
@Наежчанье	%	 наеждчанье.
@Наежчати	%	 наеждчати.
@Наезджати	%	 наеждчати.
@Назаутре	%	 назавтрее
@Назаутрее	%	 назавтрее
@Назаутрей	%	 назавтрее
@Назаутрие	%	 назавтрее
@Назвыско	%	 назвиско
@Назначованый	%	 назначиваный
@Назначовати	%	 назначывати
@Назначоный	%	 назначеный
@Назначываный	%	 назначиваный
@Назначыти	%	 назначити
@Наимяновати	%	 наименовати
@Найболши	%	 найболше
@Найболший	%	 найбольший
@Найболшъ	%	 найбольшъ
@Найболшый	%	 найбольший
@Найбольшей	%	 найболшей
@Найбольшый	%	 найбольший
@Найвишший	%	 найвышший
@Найвыжший	%	 найвышший
@Найвыжшый	%	 найвышший
@Найвызший	%	 найвышший
@Найвысший	%	 найвышший
@Найвысшый	%	 найвышший
@Найвыший	%	найвышший
@Найгорачший	%	 найгорячший
@Найдение	%	 найденье
@Найдываный	%	 найдованый
@Найменованый	%	 наименованый
@Найменьший	%	 найменший
@Наймова	%	 намова
@Наймование	%	 наймованье
@Наймяновати	%	 наименовати
@Найпервое	%	 найпервей
@Найпружшей	%	 найпрудшей
@Найпружший	%	 найпрудший
@Найпрутший	%	 найпрудший
@Найпрыйстойней	%	 найпристойней
@Найпэвнейшый	%	 найпевнейший
@Найрихлей	%	 найрыхлей
@Найсветейший	%	 найсвятейший
@Найсветший	%	 найсвятший
@Найсилнейший	%
@Найсте	%	 найстье
@Найтье	%	 найстье
@Наказане	%	 наказанье I
@Наказание I	%	 наказанье I
@Наказание II	%	 наказанье II
@Наказывати I	%	 наказовати I
@Наказывати II	%	 наказовати II
@Накармити	%	 накормити
@Накладание	%	 накладанье II
@Накланяти	%	 наклоняти
@Накланятися	%	 наклонятися
@Наклодати	%	 накладати I
@Накозание	%	 наказанье II
@Накозаный	%	 наказаный
@Накриванье	%	 накрыванье
@Накривати	%	 накрывати
@Накривленый	%	 накрывленый
@Накриво	%	 накриве
@Накрижъ	%	 накрыжъ
@Накрити	%	 накрыти
@Накритый	%	 накрытый
@Накритье	%	 накрытье
@Накрыте	%	 накрытье
@Налаети	%	 налаяти
@Налегане	%	 налеганье
@Належытость	%	 належитость
@Належытый	%	 належитый
@Налезць	%	 налезти I
@Налепший II	%	 налепшей
@Налесть	%	 налезти I
@Наливане	%	 наливанье
@Наливание	%	 наливанье
@Налитати	%	 налетати
@Наличыти	%	 наличити
@Наложеный	%	 наложоный
@Наложыти	%	 наложити
@Налягати	%	 налегати
@Налядованый	%	 наладованый
@Налязти	%	 налезти I
@Налязтисе	%	 налезтисе
@Налянье	%	 нальянье
@Намавляти	%	 намовляти
@Намавяти	%	 намовяти
@Намазаванье	%	 намазованье
@Намазать	%	 намазати
@Намалиованый	%	 намалеваный
@Намалюваный	%	 намалеваный
@Намастыръ	%	 монастыръ
@Наменение	%	 намененье
@Наменшый	%	 наменший
@Наменьшый	%	 наменший
@Намерение	%	 намеренье
@Намероный	%	 намереный
@Намесниковъ	%	 наместниковъ
@Намесникъ	%	 наместникъ
@Намеснитство	%	 наместницство
@Намесницство	%	 наместницство
@Намесництво	%	 наместницство
@Намесничокъ	%	 наместничокъ
@Намесничый	%	 наместничий
@Наместецъ	%	 наметецъ
@Наместничство	%	 наместницство
@Наместничый	%	 наместничий
@Намиотъ	%	 наметъ I
@Намовить	%	 намовити
@Намовиться	%	 намовитися
@Намовлять	%	 намовляти
@Намоканунъ	%	 номоканонъ
@Намокононъ	%	 номоканонъ
@Намолеваный	%	 намалеваный
@Намолевати	%	 намалевати
@Намощоный	%	 намощеный
@Намютъ	%	 наметъ I
@Намянованый	%	 наменованый
@Намяновати	%	 наменовати
@Нанезти	%	 нанести
@Нанетье	%	 нанятье
@Нанижший	%	 нанизший
@Нанижшый	%	 нанизший
@Напавать	%	 напавати
@Напасть I	%	 напасти III
@Наперодъ I	%	 напередъ I
@Наперодъ II	%	 напередъ II
@Наперэдъ	%	 напередъ I
@Напильней	%	 напилней
@Напирвей	%	 напервей
@Написание	%	 написанье
@Написать	%	 написати
@Наплацовый	%	 напляцовый
@Напоевати	%	 напоивати
@Наполнение	%	 наполненье
@Напоменути	%	 напомянути
@Напоменуть	%	 напомянути
@Напоминане	%	 напоминанье
@Напоминание	%	 напоминанье
@Напомнене	%	 напомненье
@Напомнение	%	 напомненье
@Напотимъ	%	 напотымъ
@Напояти	%	 напаяти
@Направаваный	%	 направованый
@Направить	%	 направити
@Направовать	%	 направовати
@Напрастно	%	 напрасно
@Напретивъ	%	 напротивъ II
@Наприкший	%	 наприкрший
@Напрошоный	%	 напрошеный
@Напрыкладъ	%	 наприкладъ
@Напрыстойней	%	 напристойней
@Напрэтивко	%	 напротивко II
@Напрягнутися	%	 напрагнутися
@Напущый	%	 напущий
@Напыщение	%	 напыщенье
@Нарабляти	%	 наробляти
@Наредити	%	 нарадити II
@Наредитися	%	 нарадитися II
@Нарежатися	%	 наражатися II
@Нареженье	%	 нараженье
@Нарекать	%	 нарекати
@Нарецаемый	%	 нарицаемый
@Нарецатися	%	 нарицатися
@Наречоный	%	 нареченый
@Нарикати	%	 нарекати
@Нарихлей	%	 нарыхлей
@Нарожденье	%	 нарождение
@Нарожене	%	 нароженье
@Нарожение	%	 нароженье
@Нарожоный	%	 нароженый
@Нарожэнье	%	 нароженье
@Наругание	%	 наруганье
@Нарушевати	%	 нарушивати
@Нарушене	%	 нарушенье
@Нарушение	%	 нарушенье
@Нарушоный	%	 нарушеный
@Нарушывати	%	 нарушивати
@Нарушыти	%	 нарушити
@Нарысовати	%	 нарисовати
@Нарыцаемый	%	 нарицаемый
@Нарыцающый	%	 нарицающий
@Нарюшити	%	 нарушити
@Нарюшоный	%	 нарушеный
@Нарядити	%	 нарадити II
@Нарядитися	%	 нарадитися II
@Нарядне	%	 нарадно
@Нарядный	%	 нарадный
@Нарядъ	%	 нарадъ
@Наряжати	%	 наражати
@Наряженый	%	 наражоный
@Наряженье	%	 нараженье
@Наряжоный	%	 наражоный
@Насадзитися	%	 насадитися
@Насажение	%	 насаженье
@Насажованье	%	 насажеванье
@Насажоный	%	 насаженый
@Насветейший	%	 насвятейший
@Насветший	%	 насвятший
@Насееный	%	 насеяный
@Насеенье	%	 насеяние
@Насеети	%	 насеяти
@Насилие	%	 насилье
@Насилнейший	%	 насильнейшый
@Насилно	%	 насильно
@Насилство	%	 насильство
@Насмевание	%	 насмеванье
@Настание	%	 настанье
@Настаятель	%	 настоятель
@Настоатель	%	 настоятель
@Насчепити	%	 нащепити
@Насытить	%	 насытити I
@Насычене	%	 насыченье
@Насычоный	%	 насыченый
@Натарыушъ	%	 нотарий
@Натегати	%	 натягати
@Натство	%	 нятство
@Натхнене	%	 натхненье
@Натхнение	%	 натхненье
@Натырати	%	 натирати
@Научане	%	 наўчанье
@Научание	%	 научанье
@Научать	%	 научати
@Научение	%	 наученье
@Наученный	%	 наученый
@Научонный	%	 наученый
@Научонший	%	 наученший
@Научоный	%	 наученый
@Научытель	%	 научитель
@Научыти	%	 научити
@Научытися	%	 научитися
@Нафалебнейший	%	 нахвалебнейший
@Нахиление	%	 нахиленье
@Находенье	%	 нахоженье
@Нацея	%	 нацыя
@Нациосъ	%	 натесъ
@Нация	%	 нацыя
@Началникъ	%	 начальникъ
@Началный	%	 начальный
@Началство	%	 начальство
@Начеле	%	 начоле
@Начине	%	 начинье
@Начыне	%	 начинье
@Начынити	%	 начинити
@Начынье	%	 начинье
@Начысто	%	 начисто
@Начыстшый	%	 начистший
@Нашельникъ	%	 нашилникъ
@Нашлядовати	%	 наслядовати
@Нашпижованый	%	 наспижованый
@Наштие	%	 наштье
@Нашывати I	%	 нашивати
@Нашыйникъ	%	 нашийникъ
@Нашыльникъ	%	 нашильникъ
@Наяво	%	 наяве
@Наяшнейший	%	 наяснейший.
@Неакий	%	 неякий
@Небезпечно	%	 небезпечне
@Небезпэчность	%	 небезпечность
@Небеспеченство	%	 небезпеченство
@Небеспеченьство	%	 небезпеченство
@Небеспечне	%	 небезпечне
@Небеспечнейшый	%	 небезпечнейший
@Небеспечно	%	 небезпечне
@Небеспечность	%	 небезпечность
@Небеспечный	%	 небезпечный
@Небесский	%	 небеский I
@Неблагославенье	%	 неблагословенье
@Неблагословение	%	 неблагословенье
@Небожсчикъ	%	 небожчикъ
@Небожчыковский	%	 небожчиковский
@Небожчыковъ	%	 небожчиковъ
@Небожчыкъ	%	 небожчикъ
@Небожчыца	%	 небожчица
@Небожщикъ	%	 небожчикъ
@Небожщыкъ	%	 небожчикъ
@Небозчикъ	%	 небожчикъ
@Небозчыца	%	 небожчица
@Неборзо	%	 неборздо
@Неборзый	%	 неборздый
@Небосчиковъ	%	 небожчиковъ
@Небосчикъ	%	 небожчикъ
@Небосчыкъ	%	 небожчикъ
@Небощиковский	%	 небожчиковский
@Небощиковъ	%	 небожчиковъ
@Небощикъ	%	 небожчикъ
@Небощица	%	 небожчица
@Небощыковский	%	 небожчиковский
@Небощыкъ	%	 небожчикъ
@Небощыца	%	 небожчица
@Небытие	%	 небытье
@Небэзпэчность	%	 небезпечность.
@Невгасимый	%	 неугасимый
@Невгашоный	%	 негашоный
@Невгодный	%	 неугодный
@Невдечность	%	 невдячность
@Невдячно	%	 невдячне
@Невееный	%	 невеяный
@Неверые	%	 неверие
@Неверье	%	 неверие
@Невже	%	 неуже
@Невжиточный	%	 неужиточный
@Невиность	%	 невинность
@Невкий	%	 неукий
@Неволникъ	%	 невольникъ
@Неволница	%	 невольница
@Неволничий	%	 невольничий
@Неволный	%	 невольный
@Неволство	%	 невольство
@Невотпливе	%	 невонтпливе
@Невпокой	%	 неупокой
@Неврадовне	%	 неурадовне
@Неврожай	%	 неурожай
@Неврядовне	%	 неурадовне
@Невставичность	%	 неуставичность
@Невставичный	%	 неуставичный
@Невсыпающий	%	 неусыпающий
@Невтешимый	%	 неутешимый
@Невчастность	%	 невчасность
@Невченый	%	 неучоный
@Невчиненье	%	 неучиненье
@Невчиность	%	 неучинность
@Невчстивый	%	 неучтивый
@Невчтивость	%	 неучтивость
@Невчтивый	%	 неучтивый
@Невчыненье	%	 неучиненье
@Невытрвание	%	 невытрванье
@Негараздъ	%	 негораздъ
@Негды I	%	 некгды I
@Негды II	%	 некгды II
@Неговати	%	 некговати
@Негодно	%	 негодне
@Недавний	%	 недавный
@Недбало	%	 недбале
@Недбальство	%	 недбалство
@Недбание	%	 недбанье
@Недведзь	%	 недведь
@Неделний	%	 недельный I
@Неделный I	%	 недельный I
@Неделный II	%	 недельный II
@Неделский	%	 недельский
@Недзведна	%	 недведна
@Недобрий	%	 недобрый
@Недобро	%	 недобре
@Недовыдомый	%	 недоведомый
@Недопущение	%	 недопущенье
@Недопущоный	%	 недопущеный
@Недопыръ	%	 нетопыръ
@Недосканалость	%	 недосконалость
@Недостатечность	%	 недостаточность
@Недостатечный	%	 недостаточный
@Недостовати	%	 недоставати
@Недостоватися	%	 недоставатися
@Недостье	%	 недойстье
@Недосыпянье	%	 недосыпанье
@Недосыпяти	%	 недосыпати
@Недужый	%	 недужий
@Нежывый	%	 неживый
@Нежь	%	 нежъ
@Незветяженый	%	 незвитяжоный
@Незвитяженный	%	 незвитяжоный
@Незвитяженый	%	 незвитяжоный
@Незвытяженный	%	 незвитяжоный
@Незвытяженый	%	 незвитяжоный
@Незвытяжоный	%	 незвитяжоный
@Незгожаючийся	%	 незгажаючийся
@Незказителный	%	 несказительный
@Незличенный	%	 незличоный
@Незличеный	%	 незличоный
@Незлостливый	%	 незлосливый
@Незносне	%	 незносно
@Незный	%	 недзный
@Незоплаченье	%	 незаплаченье
@Незьмерный	%	 незмерный
@Неисносимый	%	 неизносимый
@Некды	%	 некгды I
@Неколко	%	 неколько
@Нелениве	%	 нелениво
@Нелза	%	 нельзе
@Нелзе	%	 нельзе
@Нелзи	%	 нельзе
@Нелзя	%	 нельзе
@Нелюдзко	%	 нелюдско
@Нелюдзкость	%	 нелюдскость
@Нелюдзскость	%	 нелюдскость
@Нелюдкость	%	 нелюдскость
@Немалъ	%	 немаль
@Немереный	%	 немероный.
@Немилосердье	%	 немилосердие
@Немилосерне	%	 немилосердне
@Немилосерно	%	 немилосердне
@Немилосерный	%	 немилосердный
@Немилостиво	%	 немилостиве
@Немовлятко	%	 немовятко
@Неможна	%	 неможно
@Неможоно	%	 неможено
@Немудрий	%	 немудрый
@Ненавидити	%	 ненавидети
@Ненависливый	%	 ненавистливый
@Ненависный	%	 ненавистный
@Ненадоремне	%	 ненадаремне
@Ненарушоне	%	 ненарушене
@Ненарушонне	%	 ненарушене
@Ненарушоный	%	 ненарушеный
@Ненасычене	%	 ненасыченье
@Ненасыченный	%	 ненасычоный
@Ненасыченый	%	 ненасычоный
@Нендзно	%	 нендзне
@Нендный	%	 нендзный
@Нензный	%	 нендзный
@Неодмене	%	 неодменне
@Неомыльне	%	 неомылне
@Неомыльно	%	 неомылне
@Неомыльный	%	 неомылный
@Неопатрний	%	 неопатрный
@Неопатрно	%	 неопатрне
@Неосторожний	%	 неосторожный
@Неотдавание	%	 неотдаванье
@Неотмене	%	 неотменне
@Неотменость	%	 неотменность
@Неотминность	%	 неотменность
@Непилность	%	 непильность
@Непилный	%	 непильный
@Неповиность	%	 неповинность
@Неповстегливый	%	 неповстягливый
@Неподстивый	%	 непочстивый
@Непожитечне	%	 непожиточне
@Непожитечный	%	 непожиточный
@Непожытечный	%	 непожиточный
@Непожыточный	%	 непожиточный
@Непокаанный	%	 непокаянный
@Непоколяный	%	 непокаляный
@Непокорывый	%	 непокоривый
@Непомаганье	%	 непомоганье
@Непорадность	%	 непорядность
@Непорадный	%	 непорядный
@Непорадокъ	%	 непорядокъ
@Непорушенный	%	 непорушоный
@Непорушено	%	 непорушоно
@Непорушеный	%	 непорушоный
@Непорушне	%	 непорушно
@Непорюшно	%	 непорушно
@Непослушонство	%	 непослушенство
@Непослушэнство	%	 непослушенство
@Непостыжимый	%	 непостижимый
@Непотрэбный	%	 непотребный
@Непоцтивый	%	 непочтивый
@Непочесливый	%	 непочестливый
@Неправедно	%	 неправедне
@Неправо	%	 неправе
@Непреспечный	%	 непрезпечный
@Неприазнь	%	 неприязнь
@Неприателка	%	 неприятелька
@Неприателский	%	 неприятельский
@Неприателско	%	 неприятельско
@Неприатель	%	 неприятель
@Неприательский	%	 неприятельский
@Непривитеженый	%	 непревытяжоный
@Неприетель	%	 неприятель
@Неприетельский	%	 неприятельский
@Неприклонный	%	 непреклонный
@Непристойно	%	 непристойне
@Неприятелский	%	 неприятельский
@Непрыбытье	%	 неприбытье
@Непрыезнь	%	 неприязнь
@Непрыемный	%	 неприемный
@Непрызнанье	%	 непризнанье
@Непрынятый	%	 непринятый
@Непрынятье	%	 непринятье
@Непрыскованый	%	 неприскованый
@Непрыстойне	%	 непристойне
@Непрыстойнейший	%	 непристойнейший
@Непрыстойно	%	 непристойне
@Непрыстойный	%	 непристойный
@Непрыязнь	%	 неприязнь
@Непрыятелский	%	 неприятельский
@Непрыятелство	%	 неприятельство
@Непрыятель	%	 неприятель
@Непрыятельский	%	 неприятельский
@Нерадно	%	 нерадне
@Неражденный	%	 нерожденный
@Неразделимый	%	 нерозделимый
@Неразделне	%	 нероздельне
@Неразделный	%	 нероздельный
@Нераздельный	%	 нероздельный
@Неразрешоный	%	 неразрешеный
@Неразсудно	%	 нерозсудне
